Target Distance: 50, Step Size: 2
1937: x, y: 11.0497, 0

1938: x, y: 13.0387, 0

1939: x, y: 12.934, 0

1940: x, y: 14.7884, 0

1941: x, y: 12.7994, 0

1942: x, y: 10.807, 0

1943: x, y: 12.8057, 0

1944: x, y: 13.7447, 0

1945: x, y: 14.2285, 0

1946: x, y: 12.2798, 0

1947: x, y: 12.3496, 0

1948: x, y: 12.9343, 0

1949: x, y: 13.1086, 0

1950: x, y: 13.5245, 0

1951: x, y: 15.4651, 0

1952: x, y: 13.4678, 0

1953: x, y: 13.2241, 0

1954: x, y: 11.235, 0

1955: x, y: 11.1304, 0

1956: x, y: 13.0529, 0

1957: x, y: 13.9609, 0

1958: x, y: 11.9803, 0

1959: x, y: 12.7618, 0

1960: x, y: 13.3131, 0

1961: x, y: 15.2981, 0

1962: x, y: 15.1238, 0

1963: x, y: 15.4367, 0

1964: x, y: 15.1584, 0

1965: x, y: 15.4021, 0

1966: x, y: 14.8845, 0

1967: x, y: 16.5025, 0

1968: x, y: 15.8845, 0

1969: x, y: 17.865, 0

1970: x, y: 16.1689, 0

1971: x, y: 14.6368, 0

1972: x, y: 13.4055, 0

1973: x, y: 13.9231, 0

1974: x, y: 15.2614, 0

1975: x, y: 15.6087, 0

1976: x, y: 13.6333, 0

1977: x, y: 11.8841, 0

1978: x, y: 12.2999, 0

1979: x, y: 10.5023, 0

1980: x, y: 10.607, 0

1981: x, y: 11.4204, 0

1982: x, y: 12.7326, 0

1983: x, y: 14.7216, 0

1984: x, y: 16.7107, 0

1985: x, y: 15.0724, 0

1986: x, y: 17.0529, 0

1987: x, y: 16.7056, 0

1988: x, y: 15.7056, 0

1989: x, y: 14.1296, 0

1990: x, y: 13.6797, 0

1991: x, y: 15.0939, 0

1992: x, y: 13.6797, 0

1993: x, y: 15.069, 0

1994: x, y: 15.6203, 0

1995: x, y: 16.8239, 0

1996: x, y: 18.8239, 0

1997: x, y: 18.8588, 0

1998: x, y: 18.274, 0

1999: x, y: 16.3719, 0

2000: x, y: 18.357, 0

2001: x, y: 16.7598, 0

2002: x, y: 15.0637, 0

2003: x, y: 15.3074, 0

2004: x, y: 14.1038, 0

2005: x, y: 12.1405, 0

2006: x, y: 12.0358, 0

2007: x, y: 10.6465, 0

2008: x, y: 12.6453, 0

2009: x, y: 14.4863, 0

2010: x, y: 15.1375, 0

2011: x, y: 13.1378, 0

2012: x, y: 11.9622, 0

2013: x, y: 11.213, 0

2014: x, y: 11.0039, 0

2015: x, y: 12.4902, 0

2016: x, y: 13.1413, 0

2017: x, y: 11.5653, 0

2018: x, y: 9.86923, 0

2019: x, y: 9.48761, 0

2020: x, y: 9.48761, 0

2021: x, y: 11.4681, 0

2022: x, y: 11.3286, 0

2023: x, y: 11.5724, 0

2024: x, y: 12.0562, 0

2025: x, y: 12.472, 0

2026: x, y: 13.2213, 0

2027: x, y: 15.1618, 0

2028: x, y: 15.6457, 0

2029: x, y: 17.6454, 0

2030: x, y: 18.7052, 0

2031: x, y: 17.6751, 0

2032: x, y: 18.9338, 0

2033: x, y: 20.1374, 0

2034: x, y: 21.341, 0

2035: x, y: 21.4108, 0

2036: x, y: 23.2084, 0

2037: x, y: 22.09, 0

2038: x, y: 24.0706, 0

2039: x, y: 24.8841, 0

2040: x, y: 22.8889, 0

2041: x, y: 20.9257, 0

2042: x, y: 19.1598, 0

2043: x, y: 17.6277, 0

2044: x, y: 16.7197, 0

2045: x, y: 14.8653, 0

2046: x, y: 12.8848, 0

2047: x, y: 12.6065, 0

2048: x, y: 14.4608, 0

2049: x, y: 15.3998, 0

2050: x, y: 14.7817, 0

2051: x, y: 12.9274, 0

2052: x, y: 12.8576, 0

2053: x, y: 12.1084, 0

2054: x, y: 12.4212, 0

2055: x, y: 12.8711, 0

2056: x, y: 12.5583, 0

2057: x, y: 12.1084, 0

2058: x, y: 11.7267, 0

2059: x, y: 10.0494, 0

2060: x, y: 8.1088, 0

2061: x, y: 6.18628, 0

2062: x, y: 5.30954, 0

2063: x, y: 4.10591, 0

2064: x, y: 5.30954, 0

2065: x, y: 4.92792, 0

2066: x, y: 4.34318, 0

2067: x, y: 6.30643, 0

2068: x, y: 6.02809, 0

2069: x, y: 4.2305, 0

2070: x, y: 5.78479, 0

2071: x, y: 7.77992, 0

2072: x, y: 9.62093, 0

2073: x, y: 11.4619, 0

2074: x, y: 10.9107, 0

2075: x, y: 12.2228, 0

2076: x, y: 10.6685, 0

2077: x, y: 10.1846, 0

2078: x, y: 8.19226, 0

2079: x, y: 7.0451, 0

2080: x, y: 7.52895, 0

2081: x, y: 9.27819, 0

2082: x, y: 9.92932, 0

2083: x, y: 10.3792, 0

2084: x, y: 12.3598, 0

2085: x, y: 12.0125, 0

2086: x, y: 10.0562, 0

2087: x, y: 8.79753, 0

2088: x, y: 9.57899, 0

2089: x, y: 7.73798, 0

2090: x, y: 7.11995, 0

2091: x, y: 5.54392, 0

2092: x, y: 6.80257, 0

2093: x, y: 4.81352, 0

2094: x, y: 6.01715, 0

2095: x, y: 7.54924, 0

2096: x, y: 8.8875, 0

2097: x, y: 8.23637, 0

2098: x, y: 9.01783, 0

2099: x, y: 7.89944, 0

2100: x, y: 8.92952, 0

2101: x, y: 9.8375, 0

2102: x, y: 7.98313, 0

2103: x, y: 6.80756, 0

2104: x, y: 8.80634, 0

2105: x, y: 10.3824, 0

2106: x, y: 11.9367, 0

2107: x, y: 11.3854, 0

2108: x, y: 13.2125, 0

2109: x, y: 14.3596, 0

2110: x, y: 15.9139, 0

2111: x, y: 15.9139, 0

2112: x, y: 16.7907, 0

2113: x, y: 18.6817, 0

2114: x, y: 19.1316, 0

2115: x, y: 20.7897, 0

2116: x, y: 22.2524, 0

2117: x, y: 23.456, 0

2118: x, y: 22.092, 0

2119: x, y: 22.8735, 0

2120: x, y: 20.8884, 0

2121: x, y: 21.7964, 0

2122: x, y: 21.0149, 0

2123: x, y: 22.4042, 0

2124: x, y: 20.7461, 0

2125: x, y: 22.4782, 0

2126: x, y: 21.3889, 0

2127: x, y: 23.3695, 0

2128: x, y: 22.4615, 0

2129: x, y: 22.1142, 0

2130: x, y: 20.1446, 0

2131: x, y: 21.8407, 0

2132: x, y: 22.3583, 0

2133: x, y: 21.2985, 0

2134: x, y: 20.2684, 0

2135: x, y: 19.5843, 0

2136: x, y: 18.5245, 0

2137: x, y: 17.8405, 0

2138: x, y: 19.3268, 0

2139: x, y: 18.2084, 0

2140: x, y: 16.3674, 0

2141: x, y: 18.3427, 0

2142: x, y: 17.7247, 0

2143: x, y: 15.7296, 0

2144: x, y: 17.0678, 0

2145: x, y: 19.0569, 0

2146: x, y: 17.0569, 0

2147: x, y: 17.1964, 0

2148: x, y: 15.7337, 0

2149: x, y: 14.2474, 0

2150: x, y: 13.4022, 0

2151: x, y: 14.9342, 0

2152: x, y: 13.0024, 0

2153: x, y: 12.9326, 0

2154: x, y: 14.3953, 0

2155: x, y: 16.2863, 0

2156: x, y: 16.4954, 0

2157: x, y: 16.9792, 0

2158: x, y: 17.8245, 0

2159: x, y: 18.8843, 0

2160: x, y: 17.2262, 0

2161: x, y: 15.5879, 0

2162: x, y: 16.8193, 0

2163: x, y: 14.9171, 0

2164: x, y: 15.6986, 0

2165: x, y: 15.4549, 0

2166: x, y: 13.8788, 0

2167: x, y: 12.1296, 0

2168: x, y: 11.2529, 0

2169: x, y: 9.28325, 0

2170: x, y: 11.2465, 0

2171: x, y: 10.0994, 0

2172: x, y: 8.20831, 0

2173: x, y: 6.22778, 0

2174: x, y: 4.51344, 0

2175: x, y: 4.99729, 0

2176: x, y: 5.06708, 0

2177: x, y: 6.06708, 0

2178: x, y: 4.9487, 0

2179: x, y: 3.43928, 0

2180: x, y: 1.55989, 0

2181: x, y: 3.27423, 0

2182: x, y: 1.69821, 0

2183: x, y: 2.84536, 0

2184: x, y: 4.68637, 0

2185: x, y: 2.71099, 0

2186: x, y: 4.71069, 0

2187: x, y: 2.79808, 0

2188: x, y: 3.31572, 0

2189: x, y: 5.14281, 0

2190: x, y: 3.54554, 0

2191: x, y: 4.85766, 0

2192: x, y: 6.58971, 0

2193: x, y: 8.58971, 0

2194: x, y: 6.7487, 0

2195: x, y: 8.74839, 0

2196: x, y: 7.33418, 0

2197: x, y: 8.53781, 0

2198: x, y: 7.56819, 0

2199: x, y: 8.65747, 0

2200: x, y: 7.29347, 0

2201: x, y: 8.82556, 0

2202: x, y: 7.27127, 0

2203: x, y: 9.24664, 0

2204: x, y: 8.18681, 0

2205: x, y: 10.0662, 0

2206: x, y: 8.22518, 0

2207: x, y: 7.47597, 0

2208: x, y: 8.96226, 0

2209: x, y: 10.9255, 0

2210: x, y: 12.8276, 0

2211: x, y: 13.5768, 0

2212: x, y: 14.6367, 0

2213: x, y: 12.9786, 0

2214: x, y: 14.2642, 0

2215: x, y: 15.4113, 0

2216: x, y: 17.4037, 0

2217: x, y: 18.958, 0

2218: x, y: 20.8601, 0

2219: x, y: 18.8905, 0

2220: x, y: 20.7031, 0

2221: x, y: 18.801, 0

2222: x, y: 19.0447, 0

2223: x, y: 19.2191, 0

2224: x, y: 18.1007, 0

2225: x, y: 20.0133, 0

2226: x, y: 21.3773, 0

2227: x, y: 22.6894, 0

2228: x, y: 23.2407, 0

2229: x, y: 22.5566, 0

2230: x, y: 24.4885, 0

2231: x, y: 23.6117, 0

2232: x, y: 21.6312, 0

2233: x, y: 20.0132, 0

2234: x, y: 18.1006, 0

2235: x, y: 20.0493, 0

2236: x, y: 18.1472, 0

2237: x, y: 19.5859, 0

2238: x, y: 17.9476, 0

2239: x, y: 16.1066, 0

2240: x, y: 16.7577, 0

2241: x, y: 17.3424, 0

2242: x, y: 15.9282, 0

2243: x, y: 17.4825, 0

2244: x, y: 17.0326, 0

2245: x, y: 15.5699, 0

2246: x, y: 15.0186, 0

2247: x, y: 15.7027, 0

2248: x, y: 14.2164, 0

2249: x, y: 15.502, 0

2250: x, y: 13.6476, 0

2251: x, y: 13.0963, 0

2252: x, y: 14.1562, 0

2253: x, y: 16.0787, 0

2254: x, y: 17.1088, 0

2255: x, y: 15.2817, 0

2256: x, y: 17.2741, 0

2257: x, y: 18.5596, 0

2258: x, y: 16.6575, 0

2259: x, y: 18.6208, 0

2260: x, y: 19.3048, 0

2261: x, y: 19.4095, 0

2262: x, y: 17.8122, 0

2263: x, y: 15.8635, 0

2264: x, y: 15.8286, 0

2265: x, y: 14.2105, 0

2266: x, y: 15.0873, 0

2267: x, y: 14.4361, 0

2268: x, y: 12.4665, 0

2269: x, y: 11.4969, 0

2270: x, y: 9.50177, 0

2271: x, y: 7.75253, 0

2272: x, y: 6.44042, 0

2273: x, y: 8.39671, 0

2274: x, y: 7.05845, 0

2275: x, y: 5.13593, 0

2276: x, y: 4.10585, 0

2277: x, y: 5.80195, 0

2278: x, y: 4.48983, 0

2279: x, y: 6.36921, 0

2280: x, y: 5.71808, 0

2281: x, y: 3.82704, 0

2282: x, y: 1.90452, 0

2283: x, y: 0.350224, 0

2284: x, y: 0.245552, 0

2285: x, y: -0.0673165, 0

2286: x, y: 1.69858, 0

2287: x, y: 3.67911, 0

2288: x, y: 2.14703, 0

2289: x, y: 0.16649, 0

2290: x, y: 0.0269768, 0

2291: x, y: -1.85241, 0

2292: x, y: -0.944427, 0

2293: x, y: -0.839755, 0

2294: x, y: 0.574458, 0

2295: x, y: -0.302284, 0

2296: x, y: -1.99838, 0

2297: x, y: -0.107343, 0

2298: x, y: -0.351082, 0

2299: x, y: 0.648918, 0

2300: x, y: -1.34347, 0

2301: x, y: 0.612824, 0

2302: x, y: -0.136389, 0

2303: x, y: 0.141957, 0

2304: x, y: -0.671516, 0

2305: x, y: 1.12607, 0

2306: x, y: -0.701019, 0

2307: x, y: 0.713194, 0

2308: x, y: 2.39054, 0

2309: x, y: 4.02884, 0

2310: x, y: 5.84146, 0

2311: x, y: 5.35761, 0

2312: x, y: 5.94235, 0

2313: x, y: 7.25447, 0

2314: x, y: 9.06709, 0

2315: x, y: 7.24, 0

2316: x, y: 5.68571, 0

2317: x, y: 7.32401, 0

2318: x, y: 6.29393, 0

2319: x, y: 8.25719, 0

2320: x, y: 7.41195, 0

2321: x, y: 8.25719, 0

2322: x, y: 6.89319, 0

2323: x, y: 6.82339, 0

2324: x, y: 7.76234, 0

2325: x, y: 9.02098, 0

2326: x, y: 8.2075, 0

2327: x, y: 9.54576, 0

2328: x, y: 11.5348, 0

2329: x, y: 12.5946, 0

2330: x, y: 12.9763, 0

2331: x, y: 12.9414, 0

2332: x, y: 14.38, 0

2333: x, y: 12.598, 0

2334: x, y: 10.8837, 0

2335: x, y: 9.88369, 0

2336: x, y: 8.28642, 0

2337: x, y: 9.7251, 0

2338: x, y: 7.79325, 0

2339: x, y: 9.67263, 0

2340: x, y: 9.9855, 0

2341: x, y: 10.3671, 0

2342: x, y: 11.7564, 0

2343: x, y: 11.4781, 0

2344: x, y: 9.5375, 0

2345: x, y: 11.46, 0

2346: x, y: 13.3919, 0

2347: x, y: 14.2371, 0

2348: x, y: 14.272, 0

2349: x, y: 12.283, 0

2350: x, y: 13.859, 0

2351: x, y: 12.951, 0

2352: x, y: 13.1948, 0

2353: x, y: 11.8054, 0

2354: x, y: 10.9602, 0

2355: x, y: 12.8728, 0

2356: x, y: 13.0471, 0

2357: x, y: 14.5792, 0

2358: x, y: 13.5194, 0

2359: x, y: 15.5191, 0

2360: x, y: 14.0804, 0

2361: x, y: 12.1678, 0

2362: x, y: 10.9091, 0

2363: x, y: 12.9079, 0

2364: x, y: 14.2972, 0

2365: x, y: 13.6132, 0

2366: x, y: 11.8473, 0

2367: x, y: 13.8324, 0

2368: x, y: 15.5983, 0

2369: x, y: 15.1484, 0

2370: x, y: 16.0251, 0

2371: x, y: 14.1457, 0

2372: x, y: 16.0863, 0

2373: x, y: 16.7044, 0

2374: x, y: 18.4703, 0

2375: x, y: 18.5052, 0

2376: x, y: 16.8471, 0

2377: x, y: 18.6597, 0

2378: x, y: 19.5986, 0

2379: x, y: 17.9026, 0

2380: x, y: 17.2514, 0

2381: x, y: 18.221, 0

2382: x, y: 16.857, 0

2383: x, y: 17.7338, 0

2384: x, y: 19.3721, 0

2385: x, y: 19.9901, 0

2386: x, y: 18.5038, 0

2387: x, y: 18.5736, 0

2388: x, y: 20.5627, 0

2389: x, y: 19.0764, 0

2390: x, y: 17.8728, 0

2391: x, y: 19.1041, 0

2392: x, y: 18.2588, 0

2393: x, y: 19.0723, 0

2394: x, y: 19.0025, 0

2395: x, y: 17.9132, 0

2396: x, y: 16.4038, 0

2397: x, y: 16.8196, 0

2398: x, y: 17.2355, 0

2399: x, y: 16.7856, 0

2400: x, y: 15.1675, 0

2401: x, y: 14.6837, 0

2402: x, y: 12.6986, 0

2403: x, y: 11.1665, 0

2404: x, y: 9.65708, 0

2405: x, y: 10.8327, 0

2406: x, y: 10.728, 0

2407: x, y: 9.94652, 0

2408: x, y: 11.9098, 0

2409: x, y: 13.8988, 0

2410: x, y: 15.8961, 0

2411: x, y: 14.4819, 0

2412: x, y: 13.9642, 0

2413: x, y: 15.3535, 0

2414: x, y: 14.7024, 0

2415: x, y: 16.5818, 0

2416: x, y: 18.545, 0

2417: x, y: 20.5204, 0

2418: x, y: 19.9691, 0

2419: x, y: 20.5539, 0

2420: x, y: 21.6432, 0

2421: x, y: 20.0459, 0

2422: x, y: 21.9684, 0

2423: x, y: 23.8478, 0

2424: x, y: 25.7884, 0

2425: x, y: 27.6905, 0

2426: x, y: 26.4869, 0

2427: x, y: 25.5789, 0

2428: x, y: 23.8297, 0

2429: x, y: 25.3159, 0

2430: x, y: 24.0304, 0

2431: x, y: 25.843, 0

2432: x, y: 25.225, 0

2433: x, y: 23.5289, 0

2434: x, y: 21.7468, 0

2435: x, y: 19.9976, 0

2436: x, y: 21.116, 0

2437: x, y: 20.8723, 0

2438: x, y: 21.9023, 0

2439: x, y: 23.6516, 0

2440: x, y: 25.6003, 0

2441: x, y: 23.9422, 0

2442: x, y: 22.3242, 0

2443: x, y: 24.0901, 0

2444: x, y: 24.9981, 0

2445: x, y: 23.096, 0

2446: x, y: 23.3743, 0

2447: x, y: 21.7983, 0

2448: x, y: 22.1112, 0

2449: x, y: 23.0501, 0

2450: x, y: 24.1973, 0

2451: x, y: 22.2049, 0

2452: x, y: 21.3596, 0

2453: x, y: 23.2507, 0

2454: x, y: 24.0959, 0

2455: x, y: 22.5865, 0

2456: x, y: 24.2045, 0

2457: x, y: 22.8924, 0

2458: x, y: 20.9518, 0

2459: x, y: 21.4017, 0

2460: x, y: 19.9875, 0

2461: x, y: 21.7695, 0

2462: x, y: 22.6463, 0

2463: x, y: 20.8336, 0

2464: x, y: 19.3709, 0

2465: x, y: 21.3706, 0

2466: x, y: 19.7323, 0

2467: x, y: 20.1822, 0

2468: x, y: 22.1713, 0

2469: x, y: 22.9847, 0

2470: x, y: 23.1243, 0

2471: x, y: 24.2135, 0

2472: x, y: 25.6998, 0

2473: x, y: 24.1904, 0

2474: x, y: 26.1828, 0

2475: x, y: 24.2509, 0

2476: x, y: 26.1181, 0

2477: x, y: 27.4302, 0

2478: x, y: 28.2117, 0

2479: x, y: 29.9437, 0

2480: x, y: 30.3936, 0

2481: x, y: 32.2062, 0

2482: x, y: 33.3534, 0

2483: x, y: 33.871, 0

2484: x, y: 35.3097, 0

2485: x, y: 33.4687, 0

2486: x, y: 32.3503, 0

2487: x, y: 34.3199, 0

2488: x, y: 35.1967, 0

2489: x, y: 33.3056, 0

2490: x, y: 34.6178, 0

2491: x, y: 35.2689, 0

2492: x, y: 33.5368, 0

2493: x, y: 31.6958, 0

2494: x, y: 30.2572, 0

2495: x, y: 32.1698, 0

2496: x, y: 30.221, 0

2497: x, y: 31.9703, 0

2498: x, y: 31.6919, 0

2499: x, y: 30.6026, 0

2500: x, y: 32.595, 0

2501: x, y: 31.1087, 0

2502: x, y: 29.2677, 0

2503: x, y: 31.2677, 0

2504: x, y: 31.3026, 0

2505: x, y: 30.1843, 0

2506: x, y: 30.7019, 0

2507: x, y: 31.3199, 0

2508: x, y: 31.1109, 0

2509: x, y: 32.5251, 0

2510: x, y: 30.5763, 0

2511: x, y: 31.6656, 0

2512: x, y: 33.545, 0

2513: x, y: 33.1977, 0

2514: x, y: 34.684, 0

2515: x, y: 35.6229, 0

2516: x, y: 37.3003, 0

2517: x, y: 37.8179, 0

2518: x, y: 39.3722, 0

2519: x, y: 40.4023, 0

2520: x, y: 41.7405, 0

2521: x, y: 43.0261, 0

2522: x, y: 43.4419, 0

2523: x, y: 44.06, 0

2524: x, y: 45.9825, 0

2525: x, y: 47.6598, 0

2526: x, y: 49.2981, 0

2527: x, y: 48.5167, 0

2528: x, y: 48.3772, 0

2529: x, y: 47.9956, 0

2530: x, y: 49.6536, 0

2531: x, y: 50.885, 0

2532: x, y: 49.6813, 0

2533: x, y: 48.004, 0

2534: x, y: 49.9446, 0

2535: x, y: 47.9449, 0

2536: x, y: 48.6941, 0

2537: x, y: 50.4433, 0

2538: x, y: 52.3344, 0

2539: x, y: 53.1478, 0

2540: x, y: 54.3234, 0

2541: x, y: 52.8847, 0

2542: x, y: 54.5621, 0

2543: x, y: 55.6805, 0

2544: x, y: 57.3578, 0

2545: x, y: 59.2803, 0

2546: x, y: 60.743, 0

2547: x, y: 62.3191, 0

2548: x, y: 62.0753, 0

2549: x, y: 62.2148, 0

2550: x, y: 61.4656, 0

2551: x, y: 62.975, 0

2552: x, y: 62.6967, 0

2553: x, y: 63.044, 0

2554: x, y: 64.0741, 0

2555: x, y: 62.0935, 0

2556: x, y: 62.2678, 0

2557: x, y: 63.3862, 0

2558: x, y: 65.3181, 0

2559: x, y: 67.084, 0

2560: x, y: 68.4982, 0

2561: x, y: 69.6166, 0

2562: x, y: 71.5572, 0

2563: x, y: 70.1678, 0

2564: x, y: 69.3864, 0

2565: x, y: 69.3864, 0

2566: x, y: 70.8491, 0

2567: x, y: 71.0928, 0

2568: x, y: 71.4057, 0

2569: x, y: 70.5605, 0

2570: x, y: 68.5754, 0

2571: x, y: 67.6364, 0

2572: x, y: 69.5275, 0

2573: x, y: 68.2688, 0

2574: x, y: 66.8301, 0

2575: x, y: 66.8301, 0

2576: x, y: 65.0809, 0

2577: x, y: 63.0836, 0

2578: x, y: 64.6809, 0

2579: x, y: 62.8265, 0

2580: x, y: 61.5679, 0

2581: x, y: 63.1652, 0

2582: x, y: 64.9472, 0

2583: x, y: 65.9472, 0

2584: x, y: 67.3112, 0

2585: x, y: 69.3002, 0

2586: x, y: 67.3596, 0

2587: x, y: 67.8773, 0

2588: x, y: 66.3452, 0

2589: x, y: 64.3646, 0

2590: x, y: 66.3134, 0

2591: x, y: 64.636, 0

2592: x, y: 62.8385, 0

2593: x, y: 63.6837, 0

2594: x, y: 62.7757, 0

2595: x, y: 63.9229, 0

2596: x, y: 63.0776, 0

2597: x, y: 64.9902, 0

2598: x, y: 65.8355, 0

2599: x, y: 63.9811, 0

2600: x, y: 63.8416, 0

2601: x, y: 61.9395, 0

2602: x, y: 63.9285, 0

2603: x, y: 65.5258, 0

2604: x, y: 67.2401, 0

2605: x, y: 66.7225, 0

2606: x, y: 66.7225, 0

2607: x, y: 68.4545, 0

2608: x, y: 70.3567, 0

2609: x, y: 68.4248, 0

2610: x, y: 68.1465, 0

2611: x, y: 66.4504, 0

2612: x, y: 68.0264, 0

2613: x, y: 66.1138, 0

2614: x, y: 68.1126, 0

2615: x, y: 69.8618, 0

2616: x, y: 70.2434, 0

2617: x, y: 70.7947, 0

2618: x, y: 72.7353, 0

2619: x, y: 74.5763, 0

2620: x, y: 75.5763, 0

2621: x, y: 76.4215, 0

2622: x, y: 75.0833, 0

2623: x, y: 77.0784, 0

2624: x, y: 78.6105, 0

2625: x, y: 78.0592, 0

2626: x, y: 76.4832, 0

2627: x, y: 78.0805, 0

2628: x, y: 78.2548, 0

2629: x, y: 79.8091, 0

2630: x, y: 80.3603, 0

2631: x, y: 78.806, 0

2632: x, y: 80.4834, 0

2633: x, y: 79.9321, 0

2634: x, y: 79.8623, 0

2635: x, y: 79.8972, 0

2636: x, y: 79.9321, 0

2637: x, y: 78.4, 0

2638: x, y: 76.6857, 0

2639: x, y: 74.7836, 0

2640: x, y: 75.6288, 0

2641: x, y: 77.5694, 0

2642: x, y: 76.0373, 0

2643: x, y: 75.1293, 0

2644: x, y: 73.1443, 0

2645: x, y: 72.6604, 0

2646: x, y: 70.6607, 0

2647: x, y: 68.6683, 0

2648: x, y: 70.6489, 0

2649: x, y: 69.4452, 0

2650: x, y: 67.4756, 0

2651: x, y: 65.8783, 0

2652: x, y: 64.0963, 0

2653: x, y: 65.7737, 0

2654: x, y: 64.4616, 0

2655: x, y: 64.9792, 0

2656: x, y: 63.6671, 0

2657: x, y: 65.4491, 0

2658: x, y: 63.6081, 0

2659: x, y: 63.8171, 0

2660: x, y: 63.4013, 0

2661: x, y: 63.3664, 0

2662: x, y: 61.6891, 0

2663: x, y: 63.3852, 0

2664: x, y: 63.9028, 0

2665: x, y: 65.8154, 0

2666: x, y: 64.1011, 0

2667: x, y: 62.8974, 0

2668: x, y: 62.1482, 0

2669: x, y: 63.7243, 0

2670: x, y: 64.8714, 0

2671: x, y: 66.3341, 0

2672: x, y: 67.2731, 0

2673: x, y: 65.432, 0

2674: x, y: 64.3428, 0

2675: x, y: 62.4884, 0

2676: x, y: 64.4638, 0

2677: x, y: 66.1599, 0

2678: x, y: 68.1231, 0

2679: x, y: 69.2703, 0

2680: x, y: 68.5535, 0

2681: x, y: 67.8368, 0

2682: x, y: 65.838, 0

2683: x, y: 67.8332, 0

2684: x, y: 66.9564, 0

2685: x, y: 68.926, 0

2686: x, y: 66.9564, 0

2687: x, y: 67.4741, 0

2688: x, y: 68.0588, 0

2689: x, y: 69.8714, 0

2690: x, y: 70.1843, 0

2691: x, y: 68.698, 0

2692: x, y: 70.4639, 0

2693: x, y: 71.9502, 0

2694: x, y: 71.6029, 0

2695: x, y: 69.6541, 0

2696: x, y: 70.4676, 0

2697: x, y: 71.0524, 0

2698: x, y: 72.3379, 0

2699: x, y: 72.547, 0

2700: x, y: 71.3998, 0

2701: x, y: 72.1813, 0

2702: x, y: 73.4934, 0

2703: x, y: 75.291, 0

2704: x, y: 73.302, 0

2705: x, y: 73.0236, 0

2706: x, y: 74.5099, 0

2707: x, y: 73.0005, 0

2708: x, y: 72.5166, 0

2709: x, y: 72.4817, 0

2710: x, y: 70.4893, 0

2711: x, y: 69.8713, 0

2712: x, y: 68.8713, 0

2713: x, y: 69.115, 0

2714: x, y: 67.2607, 0

2715: x, y: 67.0864, 0

2716: x, y: 68.2335, 0

2717: x, y: 70.0311, 0

2718: x, y: 68.6928, 0

2719: x, y: 68.6579, 0

2720: x, y: 70.2122, 0

2721: x, y: 71.3306, 0

2722: x, y: 72.84, 0

2723: x, y: 70.999, 0

2724: x, y: 69.5604, 0

2725: x, y: 67.5607, 0

2726: x, y: 68.9247, 0

2727: x, y: 70.804, 0

2728: x, y: 69.186, 0

2729: x, y: 70.8243, 0

2730: x, y: 70.4085, 0

2731: x, y: 71.4978, 0

2732: x, y: 73.4902, 0

2733: x, y: 75.0662, 0

2734: x, y: 76.0963, 0

2735: x, y: 76.1312, 0

2736: x, y: 75.8528, 0

2737: x, y: 77.72, 0

2738: x, y: 76.1657, 0

2739: x, y: 75.4489, 0

2740: x, y: 77.3033, 0

2741: x, y: 77.5817, 0

2742: x, y: 79.0911, 0

2743: x, y: 80.0607, 0

2744: x, y: 81.658, 0

2745: x, y: 81.0068, 0

2746: x, y: 80.1934, 0

2747: x, y: 79.5422, 0

2748: x, y: 80.9809, 0

2749: x, y: 80.3629, 0

2750: x, y: 81.0469, 0

2751: x, y: 82.5096, 0

2752: x, y: 84.4502, 0

2753: x, y: 82.7359, 0

2754: x, y: 80.9233, 0

2755: x, y: 82.6376, 0

2756: x, y: 81.5777, 0

2757: x, y: 80.5777, 0

2758: x, y: 81.8899, 0

2759: x, y: 82.6391, 0

2760: x, y: 84.0031, 0

2761: x, y: 85.0031, 0

2762: x, y: 84.6215, 0

